Series_Title,Year,title_norm,kg_id,imdb_id,kg_release_date,kg_vote_avg,kg_vote_count,_matched_key
Taken,2008,taken,8681.0,tt0936501,2008-02-18,7.2,4444.0,title_norm
The Boy in the Striped Pyjamas,2008,the boy in the striped pyjamas,14574.0,tt0914798,2008-05-07,7.7,1492.0,title_norm
Once,2007,once,5723.0,tt0907657,2007-03-23,7.4,457.0,title_norm
The Hobbit: An Unexpected Journey,2012,the hobbit an unexpected journey,49051.0,tt0903624,2012-11-26,7.0,8427.0,title_norm
Auf der anderen Seite,2007,auf der anderen seite,2014,tt0880502,2007-09-27,6.6,68.0,original_title_norm
Atonement,2007,atonement,4347.0,tt0783233,2007-08-29,7.4,1075.0,title_norm
Drive,2011,drive,64690.0,tt0780504,2011-08-06,7.4,3832.0,title_norm
American Gangster,2007,american gangster,4982.0,tt0765429,2007-11-02,7.4,1527.0,title_norm
Avatar,2009,avatar,19995.0,tt0499549,2009-12-10,7.2,12114.0,title_norm
Mr. Nobody,2009,mr nobody,31011.0,tt0485947,2009-09-11,7.9,1616.0,title_norm
Apocalypto,2006,apocalypto,1579.0,tt0472043,2006-12-07,7.3,1252.0,title_norm
Little Miss Sunshine,2006,little miss sunshine,773.0,tt0449059,2006-07-26,7.5,1728.0,title_norm
Hot Fuzz,2007,hot fuzz,4638.0,tt0425112,2007-02-14,7.4,2252.0,title_norm
The Curious Case of Benjamin Button,2008,the curious case of benjamin button,4922.0,tt0421715,2008-11-24,7.3,3398.0,title_norm
Veer-Zaara,2004,veerzaara,4251.0,tt0420332,2004-11-12,7.5,67.0,title_norm
Adams æbler,2005,adams æbler,1023,tt0418455,2005-04-15,7.4,190.0,original_title_norm
Pride & Prejudice,2005,pride  prejudice,4348.0,tt0414387,2005-09-16,7.8,1406.0,title_norm
The World's Fastest Indian,2005,the worlds fastest indian,9912.0,tt0412080,2005-10-12,7.3,168.0,title_norm
Tôkyô goddofâzâzu,2003,tôkyô goddofâzâzu,,,,,,
Serenity,2005,serenity,16320.0,tt0379786,2005-08-25,7.4,1287.0,title_norm
Walk the Line,2005,walk the line,69.0,tt0358273,2005-09-13,7.3,732.0,title_norm
Ondskan,2003,ondskan,11197,tt0338309,2003-05-16,6.9,96.0,original_title_norm
The Notebook,2004,the notebook,11036.0,tt0332280,2004-06-25,7.7,3163.0,title_norm
Diarios de motocicleta,2004,diarios de motocicleta,1653,tt0318462,2004-02-06,7.2,295.0,original_title_norm
Lilja 4-ever,2002,lilja 4ever,12093,tt0300140,2002-08-23,7.7,141.0,original_title_norm
Les triplettes de Belleville,2003,les triplettes de belleville,9662,tt0286244,2003-06-11,7.3,233.0,original_title_norm
Gongdong gyeongbi guyeok JSA,2000,gongdong gyeongbi guyeok jsa,,,,,,
The Count of Monte Cristo,2002,the count of monte cristo,11362.0,tt0245844,2002-01-23,7.3,463.0,title_norm
Waking Life,2001,waking life,9081.0,tt0243017,2001-01-23,7.6,250.0,title_norm
Remember the Titans,2000,remember the titans,10637.0,tt0210945,2000-09-29,7.4,835.0,title_norm
Wo hu cang long,2000,wo hu cang long,,,,,,
Todo sobre mi madre,1999,todo sobre mi madre,99,tt0185125,1999-04-19,7.4,337.0,original_title_norm
Cast Away,2000,cast away,8358.0,tt0162222,2000-12-22,7.5,3304.0,title_norm
The Boondock Saints,1999,the boondock saints,8374.0,tt0144117,1999-01-22,7.2,848.0,title_norm
The Insider,1999,the insider,9008.0,tt0140352,1999-10-28,7.3,489.0,title_norm
October Sky,1999,october sky,13466.0,tt0132477,1999-02-19,7.4,259.0,title_norm
Shrek,2001,shrek,808.0,tt0126029,2001-05-16,7.3,4183.0,title_norm
Titanic,1997,titanic,597.0,tt0120338,1997-11-18,7.5,7770.0,title_norm
Hana-bi,1997,hanabi,,,,,,
Gattaca,1997,gattaca,782.0,tt0119177,1997-09-07,7.5,1846.0,title_norm
The Game,1997,the game,2649.0,tt0119174,1997-09-12,7.5,1556.0,title_norm
Breaking the Waves,1996,breaking the waves,145.0,tt0115751,1996-05-13,7.2,213.0,title_norm
Ed Wood,1994,ed wood,522.0,tt0109707,1994-09-27,7.3,639.0,title_norm
What's Eating Gilbert Grape,1993,whats eating gilbert grape,1587.0,tt0108550,1993-12-17,7.5,943.0,title_norm
Tombstone,1993,tombstone,11969.0,tt0108358,1993-12-25,7.4,632.0,title_norm
The Sandlot,1993,the sandlot,11528.0,tt0108037,1993-04-07,7.1,272.0,title_norm
The Remains of the Day,1993,the remains of the day,1245.0,tt0107943,1993-11-05,7.5,213.0,title_norm
Naked,1993,naked,21450.0,tt0107653,1993-09-14,7.5,105.0,title_norm
The Fugitive,1993,the fugitive,5503.0,tt0106977,1993-08-06,7.2,1240.0,title_norm
A Bronx Tale,1993,a bronx tale,1607.0,tt0106489,1993-09-14,7.4,447.0,title_norm
Batman: Mask of the Phantasm,1993,batman mask of the phantasm,14919.0,tt0106364,1993-12-25,7.4,218.0,title_norm
Lat sau san taam,1992,lat sau san taam,,,,,,
Night on Earth,1991,night on earth,339.0,tt0102536,1991-10-03,7.5,165.0,title_norm
La double vie de Véronique,1991,la double vie de véronique,1600,tt0101765,1991-05-15,7.3,154.0,original_title_norm
Boyz n the Hood,1991,boyz n the hood,650.0,tt0101507,1991-07-12,7.4,377.0,title_norm
Misery,1990,misery,1700.0,tt0100157,1990-11-28,7.6,1085.0,title_norm
Awakenings,1990,awakenings,11005.0,tt0099077,1990-12-19,7.6,568.0,title_norm
Majo no takkyûbin,1989,majo no takkyûbin,,,,,,
Glory,1989,glory,9665.0,tt0097441,1989-12-15,7.4,391.0,title_norm
Dip huet seung hung,1989,dip huet seung hung,,,,,,
Back to the Future Part II,1989,back to the future part ii,165.0,tt0096874,1989-11-20,7.4,3926.0,title_norm
Mississippi Burning,1988,mississippi burning,1632.0,tt0095647,1988-12-08,7.4,336.0,title_norm
Predator,1987,predator,106.0,tt0093773,1987-06-11,7.3,2129.0,title_norm
Evil Dead II,1987,evil dead ii,765.0,tt0092991,1987-03-13,7.5,760.0,title_norm
Ferris Bueller's Day Off,1986,ferris buellers day off,9377.0,tt0091042,1986-06-11,7.5,1340.0,title_norm
Down by Law,1986,down by law,1554.0,tt0090967,1986-05-01,7.2,149.0,title_norm
The Goonies,1985,the goonies,9340.0,tt0089218,1985-06-06,7.4,1563.0,title_norm
The Color Purple,1985,the color purple,873.0,tt0088939,1985-12-18,7.7,345.0,title_norm
The Breakfast Club,1985,the breakfast club,2108.0,tt0088847,1985-02-15,7.8,2189.0,title_norm
The Killing Fields,1984,the killing fields,625.0,tt0087553,1984-11-02,7.5,180.0,title_norm
Ghostbusters,1984,ghostbusters,620.0,tt0087332,1984-06-07,7.3,2431.0,title_norm
The Right Stuff,1983,the right stuff,9549.0,tt0086197,1983-10-20,7.4,241.0,title_norm
The King of Comedy,1982,the king of comedy,262.0,tt0085794,1982-12-18,7.6,306.0,title_norm
E.T. the Extra-Terrestrial,1982,et the extraterrestrial,601.0,tt0083866,1982-04-03,7.3,3359.0,title_norm
Kramer vs. Kramer,1979,kramer vs kramer,12102.0,tt0079417,1979-12-18,7.4,483.0,title_norm
Days of Heaven,1978,days of heaven,16642.0,tt0077405,1978-09-13,7.6,236.0,title_norm
The Outlaw Josey Wales,1976,the outlaw josey wales,10747.0,tt0075029,1976-06-30,7.4,303.0,title_norm
The Man Who Would Be King,1975,the man who would be king,983.0,tt0073341,1975-12-03,7.6,148.0,title_norm
The Conversation,1974,the conversation,592.0,tt0071360,1974-04-07,7.5,377.0,title_norm
La planète sauvage,1973,la planète sauvage,16306,tt0070544,1973-05-01,7.6,140.0,original_title_norm
The Day of the Jackal,1973,the day of the jackal,4909.0,tt0069947,1973-05-15,7.3,150.0,title_norm
Badlands,1973,badlands,3133.0,tt0069762,1973-10-15,7.5,301.0,title_norm
Cabaret,1972,cabaret,10784.0,tt0068327,1972-02-13,7.4,210.0,title_norm
Willy Wonka & the Chocolate Factory,1971,willy wonka  the chocolate factory,252.0,tt0067992,1971-06-29,7.4,826.0,title_norm
Midnight Cowboy,1969,midnight cowboy,3116.0,tt0064665,1969-05-25,7.4,307.0,title_norm
Wait Until Dark,1967,wait until dark,11206.0,tt0062467,1967-10-26,7.5,112.0,title_norm
Guess Who's Coming to Dinner,1967,guess whos coming to dinner,1879.0,tt0061735,1967-12-11,7.6,174.0,title_norm
Bonnie and Clyde,1967,bonnie and clyde,475.0,tt0061418,1967-07-18,7.6,384.0,title_norm
My Fair Lady,1964,my fair lady,11113.0,tt0058385,1964-10-21,7.4,361.0,title_norm
Mary Poppins,1964,mary poppins,433.0,tt0058331,1964-08-27,7.4,1217.0,title_norm
The Longest Day,1962,the longest day,9289.0,tt0056197,1962-09-25,7.3,237.0,title_norm
Jules et Jim,1962,jules et jim,1628,tt0055032,1962-01-23,7.6,163.0,original_title_norm
The Innocents,1961,the innocents,16372.0,tt0055018,1961-12-25,7.5,126.0,title_norm
À bout de souffle,1960,à bout de souffle,269,tt0053472,1960-03-16,7.7,322.0,original_title_norm
Red River,1948,red river,3089.0,tt0040724,1948-08-26,7.3,85.0,title_norm
Key Largo,1948,key largo,11016.0,tt0040506,1948-07-31,7.6,124.0,title_norm
To Have and Have Not,1944,to have and have not,22584.0,tt0037382,1944-10-11,7.6,112.0,title_norm
Shadow of a Doubt,1943,shadow of a doubt,21734.0,tt0036342,1943-01-16,7.5,219.0,title_norm
Stagecoach,1939,stagecoach,995.0,tt0031971,1939-03-02,7.6,216.0,title_norm
The Lady Vanishes,1938,the lady vanishes,940.0,tt0030341,1938-07-26,7.5,183.0,title_norm
Bringing Up Baby,1938,bringing up baby,900.0,tt0029947,1938-02-18,7.6,201.0,title_norm
Bride of Frankenstein,1935,bride of frankenstein,229.0,tt0026138,1935-04-21,7.4,208.0,title_norm
Duck Soup,1933,duck soup,3063.0,tt0023969,1933-11-17,7.6,170.0,title_norm
Scarface: The Shame of the Nation,1932,scarface the shame of the nation,,,,,,
Frankenstein,1931,frankenstein,3035.0,tt0021884,1931-11-21,7.3,295.0,title_norm
Roma,2018,roma,,,,,,
God's Own Country,2017,gods own country,428493.0,tt5635086,2017-09-01,5.4,8.0,title_norm
Deadpool 2,2018,deadpool 2,,,,,,
Wind River,2017,wind river,395834.0,tt5362988,2017-08-03,7.4,181.0,title_norm
Get Out,2017,get out,419430.0,tt5052448,2017-02-24,7.2,2978.0,title_norm
Mission: Impossible - Fallout,2018,mission impossible  fallout,,,,,,
En man som heter Ove,2015,en man som heter ove,348678,tt4080728,2015-12-25,7.5,198.0,original_title_norm
What We Do in the Shadows,2014,what we do in the shadows,246741.0,tt3416742,2014-06-19,7.4,779.0,title_norm
Omoide no Mânî,2014,omoide no mânî,,,,,,
The Theory of Everything,2014,the theory of everything,266856.0,tt2980516,2014-11-26,7.8,3403.0,title_norm
Kingsman: The Secret Service,2014,kingsman the secret service,,,,,,
The Fault in Our Stars,2014,the fault in our stars,222935.0,tt2582846,2014-05-16,7.6,3868.0,title_norm
Me and Earl and the Dying Girl,2015,me and earl and the dying girl,308369.0,tt2582496,2015-06-12,7.7,962.0,title_norm
Birdman or (The Unexpected Virtue of Ignorance),2014,birdman or the unexpected virtue of ignorance,,,,,,
La vie d'Adèle,2013,la vie dadèle,,,,,,
Kai po che!,2013,kai po che,168245.0,tt2213054,2013-02-13,6.5,32.0,title_norm
The Broken Circle Breakdown,2012,the broken circle breakdown,137182.0,tt2024519,2012-10-09,7.7,341.0,title_norm
Captain America: The Winter Soldier,2014,captain america the winter soldier,100402.0,tt1843866,2014-03-20,7.6,5881.0,title_norm
Rockstar,2011,rockstar,79464.0,tt1839596,2011-11-11,7.4,45.0,title_norm
Nebraska,2013,nebraska,129670.0,tt1821549,2013-09-21,7.4,648.0,title_norm
Wreck-It Ralph,2012,wreckit ralph,82690.0,tt1772341,2012-11-01,7.1,4656.0,title_norm
Le Petit Prince,2015,le petit prince,,,,,,
Detachment,2011,detachment,74308.0,tt1683526,2011-04-24,7.3,343.0,title_norm
Midnight in Paris,2011,midnight in paris,59436.0,tt1605783,2011-05-11,7.4,2049.0,title_norm
The Lego Movie,2014,the lego movie,137106.0,tt1490017,2014-02-06,7.5,3127.0,title_norm
Gravity,2013,gravity,49047.0,tt1454468,2013-09-27,7.3,5879.0,title_norm
Star Trek Into Darkness,2013,star trek into darkness,54138.0,tt1408101,2013-05-05,7.4,4479.0,title_norm
Beasts of No Nation,2015,beasts of no nation,283587.0,tt1365050,2015-09-11,7.6,476.0,title_norm
The Social Network,2010,the social network,37799.0,tt1285016,2010-09-30,7.1,3492.0,title_norm
X: First Class,2011,x first class,,,,,,
The Hangover,2009,the hangover,18785.0,tt1119646,2009-06-05,7.2,6324.0,title_norm
Skyfall,2012,skyfall,37724.0,tt1074638,2012-10-25,6.9,7718.0,title_norm
Silver Linings Playbook,2012,silver linings playbook,82693.0,tt1045658,2012-09-08,7.0,4840.0,title_norm
Argo,2012,argo,68734.0,tt1024648,2012-10-11,7.1,3473.0,title_norm
(500) Days of Summer,2009,500 days of summer,19913.0,tt1022603,2009-07-17,7.2,2993.0,title_norm
Harry Potter and the Deathly Hallows: Part 1,2010,harry potter and the deathly hallows part 1,12444.0,tt0926084,2010-10-17,7.5,5708.0,title_norm
Gake no ue no Ponyo,2008,gake no ue no ponyo,,,,,,
Frost/Nixon,2008,frostnixon,11499.0,tt0870111,2008-10-15,7.2,333.0,title_norm
Papurika,2006,papurika,,,,,,
Changeling,2008,changeling,3580.0,tt0824747,2008-01-30,7.3,1151.0,title_norm
Flipped,2010,flipped,43949.0,tt0817177,2010-08-06,7.4,426.0,title_norm
Toki o kakeru shôjo,2006,toki o kakeru shôjo,,,,,,
Death Note: Desu nôto,2006,death note desu nôto,,,,,,
This Is England,2006,this is england,11798.0,tt0480025,2006-09-12,7.4,370.0,title_norm
Ex Machina,2014,ex machina,,,,,,
Efter brylluppet,2006,efter brylluppet,3549,tt0457655,2006-02-24,7.2,102.0,original_title_norm
The Last King of Scotland,2006,the last king of scotland,1523.0,tt0455590,2006-09-01,7.4,568.0,title_norm
Zodiac,2007,zodiac,1949.0,tt0443706,2007-03-02,7.3,2080.0,title_norm
Lucky Number Slevin,2006,lucky number slevin,186.0,tt0425210,2006-02-24,7.4,1356.0,title_norm
Joyeux Noël,2005,joyeux noël,11661.0,tt0424205,2005-11-09,7.2,216.0,title_norm
Control,2007,control,5708.0,tt0421082,2007-09-26,7.5,206.0,title_norm
Tangled,2010,tangled,38757.0,tt0398286,2010-11-24,7.4,3419.0,title_norm
Zwartboek,2006,zwartboek,9075,tt0389557,2006-09-01,7.2,288.0,original_title_norm
Brokeback Mountain,2005,brokeback mountain,142.0,tt0388795,2005-09-02,7.5,1531.0,title_norm
3:10 to Yuma,2007,310 to yuma,5176.0,tt0381849,2007-09-06,6.9,1210.0,title_norm
Crash,2004,crash,1640.0,tt0375679,2004-01-13,7.2,1172.0,title_norm
Kung fu,2004,kung fu,,,,,,
The Bourne Supremacy,2004,the bourne supremacy,2502.0,tt0372183,2004-07-23,7.2,2873.0,title_norm
The Machinist,2004,the machinist,4553.0,tt0361862,2004-02-09,7.3,1280.0,title_norm
Ray,2004,ray,1677.0,tt0350258,2004-10-29,7.2,481.0,title_norm
Lost in Translation,2003,lost in translation,153.0,tt0335266,2003-08-31,7.3,1943.0,title_norm
Harry Potter and the Goblet of Fire,2005,harry potter and the goblet of fire,674.0,tt0330373,2005-11-05,7.5,5758.0,title_norm
Man on Fire,2004,man on fire,9509.0,tt0328107,2004-04-23,7.3,1583.0,title_norm
Coraline,2009,coraline,14836.0,tt0327597,2009-02-05,7.3,1432.0,title_norm
The Last Samurai,2003,the last samurai,616.0,tt0325710,2003-12-05,7.3,1946.0,title_norm
The Magdalene Sisters,2002,the magdalene sisters,8094.0,tt0318411,2002-10-24,7.4,114.0,title_norm
Good Bye Lenin!,2003,good bye lenin,338.0,tt0301357,2003-02-09,7.4,602.0,title_norm
In America,2002,in america,,,,,,
I Am Sam,2001,i am sam,10950.0,tt0277027,2001-12-28,7.2,542.0,title_norm
Adaptation.,2002,adaptation,2757.0,tt0268126,2002-12-06,7.3,649.0,title_norm
Black Hawk Down,2001,black hawk down,855.0,tt0265086,2001-12-28,7.2,1832.0,title_norm
Road to Perdition,2002,road to perdition,4147.0,tt0257044,2002-07-12,7.3,1102.0,title_norm
Das Experiment,2001,das experiment,575,tt0250258,2001-03-07,7.5,319.0,original_title_norm
Billy Elliot,2000,billy elliot,71.0,tt0249462,2000-05-18,7.4,774.0,title_norm
Hedwig and the Angry Inch,2001,hedwig and the angry inch,13403.0,tt0248845,2001-07-20,7.4,81.0,title_norm
Ocean's Eleven,2001,oceans eleven,161.0,tt0240772,2001-12-07,7.2,3857.0,title_norm
Vampire Hunter D: Bloodlust,2000,vampire hunter d bloodlust,15999.0,tt0216651,2000-08-25,7.0,92.0,title_norm
"O Brother, Where Art Thou?",2000,o brother where art thou,134.0,tt0190590,2000-08-30,7.3,1144.0,title_norm
Interstate 60: Episodes of the Road,2002,interstate 60 episodes of the road,,,,,,
"South Park: Bigger, Longer & Uncut",1999,south park bigger longer  uncut,9473.0,tt0158983,1999-06-30,7.1,916.0,title_norm
Office Space,1999,office space,1542.0,tt0151804,1999-02-19,7.4,1068.0,title_norm
Happiness,1998,happiness,10683.0,tt0147612,1998-10-16,7.4,197.0,title_norm
Training Day,2001,training day,2034.0,tt0139654,2001-10-05,7.3,1665.0,title_norm
Rushmore,1998,rushmore,11545.0,tt0128445,1998-09-17,7.5,688.0,title_norm
Abre los ojos,1997,abre los ojos,1902,tt0125659,1997-12-19,7.4,211.0,original_title_norm
Being John Malkovich,1999,being john malkovich,492.0,tt0120601,1999-09-30,7.3,1124.0,title_norm
As Good as It Gets,1997,as good as it gets,2898.0,tt0119822,1997-12-19,7.2,946.0,title_norm
The Fifth Element,1997,the fifth element,18.0,tt0119116,1997-05-07,7.3,3962.0,title_norm
Le dîner de cons,1998,le dîner de cons,9421,tt0119038,1998-04-15,7.7,408.0,original_title_norm
Donnie Brasco,1997,donnie brasco,9366.0,tt0119008,1997-02-27,7.4,1175.0,title_norm
Shine,1996,shine,7863.0,tt0117631,1996-01-21,7.3,136.0,title_norm
Primal Fear,1996,primal fear,1592.0,tt0117381,1996-04-03,7.4,644.0,title_norm
Hamlet,1996,hamlet,10549.0,tt0116477,1996-12-25,7.3,118.0,title_norm
A Little Princess,1995,a little princess,19101.0,tt0113670,1995-05-10,7.4,207.0,title_norm
Do lok tin si,1995,do lok tin si,,,,,,
Il postino,1994,il postino,11010,tt0110877,1994-09-22,7.6,181.0,original_title_norm
Clerks,1994,clerks,2292.0,tt0109445,1994-09-13,7.4,769.0,title_norm
Short Cuts,1993,short cuts,695.0,tt0108122,1993-09-05,6.9,136.0,title_norm
Philadelphia,1993,philadelphia,9800.0,tt0107818,1993-12-22,7.6,1019.0,title_norm
The Muppet Christmas Carol,1992,the muppet christmas carol,10437.0,tt0104940,1992-12-10,7.2,217.0,title_norm
Malcolm X,1992,malcolm x,1883.0,tt0104797,1992-11-18,7.3,377.0,title_norm
The Last of the Mohicans,1992,the last of the mohicans,9361.0,tt0104691,1992-09-25,7.1,747.0,title_norm
Kurenai no buta,1992,kurenai no buta,,,,,,
Glengarry Glen Ross,1992,glengarry glen ross,9504.0,tt0104348,1992-09-15,7.5,330.0,title_norm
A Few Good Men,1992,a few good men,881.0,tt0104257,1992-12-11,7.1,899.0,title_norm
Fried Green Tomatoes,1991,fried green tomatoes,1633.0,tt0101921,1991-12-27,7.6,298.0,title_norm
Barton Fink,1991,barton fink,290.0,tt0101410,1991-08-01,7.4,450.0,title_norm
Miller's Crossing,1990,millers crossing,379.0,tt0100150,1990-09-21,7.5,431.0,title_norm
Who Framed Roger Rabbit,1988,who framed roger rabbit,856.0,tt0096438,1988-06-21,7.2,1466.0,title_norm
Spoorloos,1988,spoorloos,8740,tt0096163,1988-10-27,7.4,124.0,original_title_norm
Withnail & I,1987,withnail  i,13446.0,tt0094336,1987-01-01,7.4,173.0,title_norm
The Last Emperor,1987,the last emperor,746.0,tt0093389,1987-10-21,7.4,362.0,title_norm
Empire of the Sun,1987,empire of the sun,10110.0,tt0092965,1987-12-09,7.3,491.0,title_norm
Der Name der Rose,1986,der name der rose,,,,,,
Blue Velvet,1986,blue velvet,793.0,tt0090756,1986-08-01,7.7,758.0,title_norm
The Purple Rose of Cairo,1985,the purple rose of cairo,10849.0,tt0089853,1985-03-01,7.3,206.0,title_norm
After Hours,1985,after hours,10843.0,tt0088680,1985-09-13,7.4,251.0,title_norm
Zelig,1983,zelig,11030.0,tt0086637,1983-07-15,7.4,209.0,title_norm
The Verdict,1982,the verdict,24226.0,tt0084855,1982-12-08,7.4,132.0,title_norm
Star Trek II: The Wrath of Khan,1982,star trek ii the wrath of khan,154.0,tt0084726,1982-06-03,7.3,688.0,title_norm
First Blood,1982,first blood,1368.0,tt0083944,1982-10-22,7.2,1523.0,title_norm
Ordinary People,1980,ordinary people,16619.0,tt0081283,1980-09-19,7.4,147.0,title_norm
Airplane!,1980,airplane,813.0,tt0080339,1980-07-02,7.1,1104.0,title_norm
Rupan sansei: Kariosutoro no shiro,1979,rupan sansei kariosutoro no shiro,15371,tt0079833,1979-12-15,7.5,170.0,original_title_norm
Halloween,1978,halloween,948.0,tt0077651,1978-10-25,7.4,1066.0,title_norm
Le locataire,1976,le locataire,11482,tt0074811,1976-05-26,7.7,181.0,original_title_norm
Love and Death,1975,love and death,11686.0,tt0073312,1975-06-10,7.5,176.0,title_norm
The Taking of Pelham One Two Three,1974,the taking of pelham one two three,8333.0,tt0072251,1974-10-02,7.6,109.0,title_norm
Blazing Saddles,1974,blazing saddles,11072.0,tt0071230,1974-02-07,7.2,619.0,title_norm
Serpico,1973,serpico,9040.0,tt0070666,1973-12-05,7.5,429.0,title_norm
Enter the Dragon,1973,enter the dragon,9461.0,tt0070034,1973-08-17,7.3,489.0,title_norm
Deliverance,1972,deliverance,10669.0,tt0068473,1972-07-30,7.2,441.0,title_norm
The French Connection,1971,the french connection,1051.0,tt0067116,1971-10-09,7.4,435.0,title_norm
Dirty Harry,1971,dirty harry,984.0,tt0066999,1971-12-21,7.4,630.0,title_norm
Where Eagles Dare,1968,where eagles dare,11046.0,tt0065207,1968-12-04,7.4,233.0,title_norm
The Odd Couple,1968,the odd couple,11356.0,tt0063374,1968-02-07,7.5,121.0,title_norm
The Dirty Dozen,1967,the dirty dozen,1654.0,tt0061578,1967-06-15,7.5,309.0,title_norm
Belle de jour,1967,belle de jour,649.0,tt0061395,1967-05-24,7.3,163.0,title_norm
A Man for All Seasons,1966,a man for all seasons,874.0,tt0060665,1966-12-12,7.5,90.0,title_norm
Repulsion,1965,repulsion,11481.0,tt0059646,1965-06-01,7.5,218.0,title_norm
Zulu,1964,zulu,14433.0,tt0058777,1964-01-22,7.4,137.0,title_norm
Goldfinger,1964,goldfinger,658.0,tt0058150,1964-09-17,7.2,1005.0,title_norm
The Birds,1963,the birds,571.0,tt0056869,1963-03-28,7.3,959.0,title_norm
Cape Fear,1962,cape fear,11349.0,tt0055824,1962-04-12,7.2,125.0,title_norm
Peeping Tom,1960,peeping tom,11167.0,tt0054167,1960-04-06,7.6,148.0,title_norm
The Magnificent Seven,1960,the magnificent seven,966.0,tt0054047,1960-10-22,7.4,472.0,title_norm
Les yeux sans visage,1960,les yeux sans visage,31417,tt0053459,1960-01-11,7.5,130.0,original_title_norm
Invasion of the Body Snatchers,1956,invasion of the body snatchers,11549.0,tt0049366,1956-02-05,7.3,277.0,title_norm
Rebel Without a Cause,1955,rebel without a cause,221.0,tt0048545,1955-10-27,7.6,351.0,title_norm
The Ladykillers,1955,the ladykillers,5506.0,tt0048281,1955-12-08,7.3,104.0,title_norm
Sabrina,1954,sabrina,6620.0,tt0047437,1954-09-28,7.4,284.0,title_norm
The Quiet Man,1952,the quiet man,3109.0,tt0045061,1952-07-21,7.3,118.0,title_norm
The Day the Earth Stood Still,1951,the day the earth stood still,828.0,tt0043456,1951-09-17,7.3,323.0,title_norm
The African Queen,1951,the african queen,488.0,tt0043265,1951-12-03,7.4,232.0,title_norm
Gilda,1946,gilda,3767.0,tt0038559,1946-02-14,7.6,113.0,title_norm
Fantasia,1940,fantasia,756.0,tt0032455,1940-11-13,7.2,831.0,title_norm
The Invisible Man,1933,the invisible man,10787.0,tt0024184,1933-11-13,7.3,151.0,title_norm
Dark Waters,2019,dark waters,,,,,,
Searching,2018,searching,,,,,,
Once Upon a Time... in Hollywood,2019,once upon a time in hollywood,,,,,,
Nelyubov,2017,nelyubov,,,,,,
The Florida Project,2017,the florida project,,,,,,
Just Mercy,2019,just mercy,,,,,,
Gifted,2017,gifted,400928.0,tt4481414,2017-04-12,7.7,549.0,title_norm
The Peanut Butter Falcon,2019,the peanut butter falcon,,,,,,
Victoria,2015,victoria,320007.0,tt4226388,2015-06-11,7.9,388.0,title_norm
Mustang,2015,mustang,336804.0,tt3966404,2015-06-17,8.0,378.0,title_norm
Guardians of the Galaxy Vol. 2,2017,guardians of the galaxy vol 2,283995.0,tt3896198,2017-04-19,7.6,4858.0,title_norm
Baby Driver,2017,baby driver,339403.0,tt3890160,2017-06-28,7.2,2083.0,title_norm
Only the Brave,2017,only the brave,,,,,,
Bridge of Spies,2015,bridge of spies,296098.0,tt3682448,2015-10-15,7.2,2633.0,title_norm
Incredibles 2,2018,incredibles 2,,,,,,
Moana,2016,moana,277834.0,tt3521164,2016-11-23,7.3,3471.0,title_norm
Sicario,2015,sicario,273481.0,tt3397884,2015-09-17,7.2,2465.0,title_norm
Creed,2015,creed,312221.0,tt3076658,2015-11-25,7.3,1963.0,title_norm
Leviafan,2014,leviafan,,,,,,
Hell or High Water,2016,hell or high water,338766.0,tt2582782,2016-08-12,7.2,1304.0,title_norm
Philomena,2013,philomena,205220.0,tt2431286,2013-11-01,7.4,588.0,title_norm
Dawn of the Planet of the Apes,2014,dawn of the planet of the apes,119450.0,tt2103281,2014-06-26,7.3,4511.0,title_norm
El cuerpo,2012,el cuerpo,111083,tt1937149,2012-10-04,7.5,233.0,original_title_norm
Serbuan maut,2011,serbuan maut,94329,tt1899353,2011-09-08,7.3,1076.0,original_title_norm
End of Watch,2012,end of watch,77016.0,tt1855199,2012-09-20,7.2,1186.0,title_norm
Kari-gurashi no Arietti,2010,karigurashi no arietti,,,,,,
A Star Is Born,2018,a star is born,,,,,,
True Grit,2010,true grit,44264.0,tt1403865,2010-12-22,7.2,1701.0,title_norm
Hævnen,2010,hævnen,44716,tt1340107,2010-08-26,7.3,116.0,original_title_norm
Despicable Me,2010,despicable me,20352.0,tt1323594,2010-07-08,7.1,6595.0,title_norm
50/50,2011,5050,40807.0,tt1306980,2011-09-30,7.0,1287.0,title_norm
Kick-Ass,2010,kickass,23483.0,tt1250777,2010-03-22,7.1,4747.0,title_norm
Celda 211,2009,celda 211,33273,tt1242422,2009-11-06,7.3,288.0,original_title_norm
Moneyball,2011,moneyball,60308.0,tt1210166,2011-09-22,7.0,1409.0,title_norm
La piel que habito,2011,la piel que habito,63311,tt1189073,2011-08-17,7.4,797.0,original_title_norm
Zombieland,2009,zombieland,19908.0,tt1156398,2009-10-07,7.2,3655.0,title_norm
Die Welle,2008,die welle,7735,tt1063669,2008-03-11,7.5,870.0,original_title_norm
Sherlock Holmes,2009,sherlock holmes,10528.0,tt0988045,2009-12-23,7.0,5883.0,title_norm
The Blind Side,2009,the blind side,22881.0,tt0878804,2009-11-20,7.2,1626.0,title_norm
The Visitor,2007,the visitor,12473.0,tt0857191,2007-09-07,6.9,132.0,title_norm
Seven Pounds,2008,seven pounds,11321.0,tt0814314,2008-12-18,7.5,2092.0,title_norm
